log_message,stack_trace,test_name,error_type,duration_ms,retry_count,memory_mb,cpu_percent,line_number,file_count,test_count,failure_rate_history,time_since_last_success,network_latency_ms,db_response_time_ms,queue_size,component,environment,severity,build_tool,os,language,ci_platform,trigger_type,branch_type,day_of_week,is_timeout,is_network_error,has_retry,is_first_run,parallel_execution,has_external_dependency,is_flaky
State machine in invalid state: ERROR,"java.lang.IndexOutOfBoundsException: Index 57 out of bounds for length 32
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.search.SearchService.process(SearchService.java:422)
    at com.example.test.DeleteDataSearchTest.test_delete_data_search(DeleteDataSearchTest.java:21)",test_delete_data_search,ArithmeticException,633,2,91,13,142,21,474,0.155,12.52,48,10,811,search,staging,info,cargo,macos,rust,travis,manual,hotfix,thursday,1,1,0,0,0,0,0
Security violation: unauthorized access to lock,,test_validate_data_session,SecurityException,363,1,3469,40,86,32,154,0.349,50.05,68,59,588,session,dev,warning,gradle,macos,go,github_actions,schedule,release,friday,0,0,0,0,0,0,0
"Resource connection busy, waiting for lock release","java.lang.IndexOutOfBoundsException: Index 0 out of bounds for length 36
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.auth.AuthService.execute(AuthService.java:97)
    at com.example.test.FilterConnectionAuthTest.test_filter_connection_auth(FilterConnectionAuthTest.java:184)",test_filter_connection_auth,IllegalStateException,4273,2,1321,31,971,33,276,0.298,18.17,22,49,576,auth,prod,info,maven,linux,go,jenkins,pull_request,feature,monday,1,0,0,0,0,0,0
Thread pool saturation caused temporary request rejection,"java.lang.IndexOutOfBoundsException: Index 26 out of bounds for length 43
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.cache.CacheService.run(CacheService.java:78)
    at com.example.test.ReadCacheCacheTest.test_read_cache_cache(ReadCacheCacheTest.java:127)",test_read_cache_cache,AssertionError,2789,1,283,4,753,19,485,0.372,43.35,53,52,602,cache,dev,warning,cargo,windows,java,jenkins,push,release,thursday,0,0,0,0,0,0,0
"Network partition simulated, connection restored after 4898ms","org.apache.http.conn.ConnectTimeoutException: Connect to user.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.user.HttpClient.execute(HttpClient.java:262)
    at com.example.test.TransformCacheUserTest.test_transform_cache_user(TransformCacheUserTest.java:24)",test_transform_cache_user,TimeoutException,423,2,338,11,502,22,249,0.711,65.79,84,148,671,user,staging,error,pip,macos,javascript,github_actions,manual,feature,monday,1,1,1,0,1,0,1
Deadlock detected between threads thread-10 and thread-18,,test_validate_payment_payment,TypeMismatchException,865,0,94,16,235,18,157,0.453,217.78,47,16,47,payment,integration,info,gradle,macos,rust,github_actions,schedule,develop,monday,0,1,0,0,0,1,0
Thread pool saturation caused temporary request rejection,"java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.analytics.AnalyticsService.process(AnalyticsService.java:93)
    at com.example.analytics.AnalyticsHandler.convert(AnalyticsHandler.java:498)
    at com.example.test.AuthorizePaymentAnalyticsTest.test_authorize_payment_analytics(AuthorizePaymentAnalyticsTest.java:63)",test_authorize_payment_analytics,NullPointerException,1379,0,314,3,382,48,78,0.291,14.13,35,30,95,analytics,test,info,gradle,macos,java,circleci,push,release,thursday,0,0,1,0,1,1,0
"External API kafka returned 503, scheduled retry in 500ms","java.lang.NullPointerException: Cannot invoke method on null object
    at com.example.api.ApiService.handle(ApiService.java:287)
    at com.example.api.ApiHandler.validate(ApiHandler.java:350)
    at com.example.test.DeletePaymentApiTest.test_delete_payment_api(DeletePaymentApiTest.java:128)",test_delete_payment_api,ValidationException,180,0,2389,24,414,40,90,0.0,36.64,217,73,587,api,prod,info,maven,macos,kotlin,travis,schedule,release,tuesday,0,1,1,0,1,0,0
"Service rabbitmq temporarily unavailable, backing off for 5000ms",,test_delete_config_analytics,ServiceUnavailableException,9075,1,964,95,354,35,427,0.643,16.23,411,50,501,analytics,dev,error,npm,macos,javascript,travis,schedule,release,sunday,1,1,1,0,0,1,1
"Service redis temporarily unavailable, backing off for 100ms","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.session.SessionService.process(SessionService.java:345)
    at com.example.test.ValidateRequestSessionTest.test_validate_request_session(ValidateRequestSessionTest.java:129)",test_validate_request_session,TimeoutException,3301,3,277,12,641,16,413,0.789,28.95,169,85,203,session,dev,warning,go,windows,rust,github_actions,pull_request,release,sunday,0,1,1,0,1,1,1
Invalid argument: value cannot be invalid,,test_read_connection_search,ResourceBusyException,160,1,993,31,562,42,436,0.285,28.14,37,19,279,search,prod,critical,go,linux,rust,circleci,pull_request,feature,tuesday,0,1,0,0,1,0,0
"Resource memory busy, waiting for lock release","java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.queue.QueueService.execute(QueueService.java:204)
    at com.example.test.AuthorizeDataQueueTest.test_authorize_data_queue(AuthorizeDataQueueTest.java:182)",test_authorize_data_queue,ResourceBusyException,1983,1,565,25,546,30,399,0.561,58.3,60,40,501,queue,prod,info,cargo,macos,rust,travis,pull_request,feature,tuesday,1,0,0,0,0,0,1
Test TestAnalytics_8 passed after 0 retries due to timing issue,"org.apache.http.conn.ConnectTimeoutException: Connect to analytics.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.analytics.HttpClient.execute(HttpClient.java:163)
    at com.example.test.ProcessDataAnalyticsTest.test_process_data_analytics(ProcessDataAnalyticsTest.java:65)",test_process_data_analytics,RetryableException,216,0,634,11,43,21,475,0.39,62.2,68,20,701,analytics,integration,critical,npm,windows,rust,github_actions,schedule,main,monday,1,0,1,0,0,0,1
"Network latency spike detected: 3689ms, threshold exceeded",,test_read_order_notification,ConfigurationException,925,0,192,18,886,29,122,0.506,8.78,15,27,892,notification,dev,error,gradle,windows,go,gitlab_ci,schedule,feature,friday,1,0,0,0,1,0,0
"Cache miss rate spike: 77%, temporary performance degradation","org.apache.http.conn.ConnectTimeoutException: Connect to user.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.user.HttpClient.execute(HttpClient.java:419)
    at com.example.test.FilterCacheUserTest.test_filter_cache_user(FilterCacheUserTest.java:53)",test_filter_cache_user,RaceConditionException,1441,0,559,19,203,10,490,0.547,6.99,27,130,846,user,prod,info,cargo,linux,java,gitlab_ci,pull_request,develop,friday,0,0,0,0,0,1,1
"Connection to kafka timed out after 10000ms, retry attempt 0",,test_delete_connection_search,TimeoutException,246,0,94,23,709,7,79,0.854,55.35,82,16,618,search,dev,error,go,windows,javascript,jenkins,pull_request,release,friday,0,0,0,1,0,0,0
Socket connection reset by peer during connect,"org.apache.http.conn.ConnectTimeoutException: Connect to notification.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.notification.HttpClient.execute(HttpClient.java:375)
    at com.example.test.DeleteUserNotificationTest.test_delete_user_notification(DeleteUserNotificationTest.java:133)",test_delete_user_notification,IndexOutOfBoundsException,558,0,1175,29,302,3,447,0.761,29.64,220,132,834,notification,staging,error,npm,linux,rust,github_actions,schedule,feature,friday,1,0,0,1,0,1,1
"Service redis temporarily unavailable, backing off for 100ms",,test_search_cache_storage,LockContentionException,433,1,115,17,126,46,35,0.508,90.87,71,34,238,storage,prod,info,gradle,windows,java,gitlab_ci,pull_request,feature,thursday,1,0,1,0,0,0,1
Intermittent failure in storage: resource unavailable,"java.lang.IndexOutOfBoundsException: Index 98 out of bounds for length 39
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.storage.StorageService.execute(StorageService.java:432)
    at com.example.test.SearchOrderStorageTest.test_search_order_storage(SearchOrderStorageTest.java:117)",test_search_order_storage,RaceConditionException,754,1,866,100,771,6,272,0.174,98.63,62,36,583,storage,integration,error,go,macos,python,github_actions,manual,release,sunday,0,0,1,0,0,0,0
Array index 681 out of bounds for length 28,"java.net.SocketTimeoutException: Read timed out
    at java.net.SocketInputStream.socketRead0(Native Method)
    at com.example.storage.StorageService.process(StorageService.java:119)
    at com.example.test.AuthorizeDataStorageTest.test_authorize_data_storage(AuthorizeDataStorageTest.java:56)",test_authorize_data_storage,ResourceBusyException,217,0,135,25,491,5,222,0.184,48.08,47,43,287,storage,test,critical,npm,macos,kotlin,github_actions,push,develop,monday,1,0,0,0,0,1,0
Missing required field 'status' in Order,,test_authorize_response_auth,NullPointerException,492,0,90,35,759,2,210,0.259,88.87,105,172,252,auth,dev,warning,go,macos,javascript,gitlab_ci,schedule,release,saturday,1,0,0,0,0,0,0
Assertion failed: list.size() > 0 was false,"java.util.concurrent.TimeoutException: Future timed out after 1000ms
    at java.util.concurrent.FutureTask.get(FutureTask.java:205)
    at com.example.queue.AsyncService.await(AsyncService.java:329)
    at com.example.test.CreateDataQueueTest.test_create_data_queue(CreateDataQueueTest.java:131)",test_create_data_queue,NullPointerException,11133,1,450,49,642,13,370,0.491,12.21,112,18,886,queue,staging,error,maven,macos,python,circleci,push,release,wednesday,0,0,0,0,0,1,0
Race condition detected in concurrent test execution,"java.lang.AssertionError: expected:<SUCCESS> but was:<ERROR>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.ProcessRequestStorageTest.test_process_request_storage(ProcessRequestStorageTest.java:108)",test_process_request_storage,SecurityException,5819,1,761,10,928,36,193,0.342,9.43,943,21,761,storage,prod,warning,npm,windows,kotlin,github_actions,tag,feature,sunday,1,0,0,1,0,1,1
Division by zero in handle at UserService.java:181,,test_delete_data_user,ConnectionResetException,507,0,32,12,921,14,5,0.103,3.61,134,78,17,user,integration,critical,pip,windows,kotlin,travis,push,main,friday,1,1,1,0,1,1,0
Missing required field 'timestamp' in Config,"java.lang.IndexOutOfBoundsException: Index 93 out of bounds for length 10
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.cache.CacheService.process(CacheService.java:175)
    at com.example.test.DeleteResponseCacheTest.test_delete_response_cache(DeleteResponseCacheTest.java:173)",test_delete_response_cache,ValidationException,402,0,342,15,112,34,301,0.168,67.56,30,57,855,cache,prod,warning,gradle,linux,javascript,jenkins,pull_request,hotfix,wednesday,0,1,0,0,0,0,0
"Connection to rabbitmq timed out after 30000ms, retry attempt 0","java.lang.AssertionError: expected:<200> but was:<ERROR>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.ValidateRequestSearchTest.test_validate_request_search(ValidateRequestSearchTest.java:145)",test_validate_request_search,RetryableException,6587,0,221,16,727,7,432,0.339,66.38,694,160,388,search,test,error,go,linux,python,github_actions,tag,develop,thursday,0,1,1,1,0,0,1
NullPointerException at AnalyticsService.java:69 - data is null,"java.lang.IndexOutOfBoundsException: Index 33 out of bounds for length 43
    at java.util.ArrayList.get(ArrayList.java:459)
    at com.example.analytics.AnalyticsService.handle(AnalyticsService.java:68)
    at com.example.test.AuthenticateResponseAnalyticsTest.test_authenticate_response_analytics(AuthenticateResponseAnalyticsTest.java:142)",test_authenticate_response_analytics,ServiceUnavailableException,3984,1,869,7,785,16,189,0.553,155.93,39,50,71,analytics,dev,critical,npm,macos,python,gitlab_ci,schedule,release,wednesday,1,0,0,0,0,1,1
"Network partition simulated, connection restored after 3823ms","org.apache.http.conn.ConnectTimeoutException: Connect to database.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.database.HttpClient.execute(HttpClient.java:145)
    at com.example.test.FilterDataDatabaseTest.test_filter_data_database(FilterDataDatabaseTest.java:163)",test_filter_data_database,RaceConditionException,1639,1,565,42,534,21,166,0.402,82.41,113,116,101,database,staging,error,pip,windows,javascript,github_actions,push,main,saturday,0,1,0,0,0,0,1
Memory pressure caused GC pause of 337ms during test,"org.apache.http.conn.ConnectTimeoutException: Connect to auth.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.auth.HttpClient.execute(HttpClient.java:117)
    at com.example.test.ProcessOrderAuthTest.test_process_order_auth(ProcessOrderAuthTest.java:76)",test_process_order_auth,LockContentionException,287,0,219,23,107,43,14,0.338,12.77,35,39,709,auth,dev,critical,gradle,windows,python,gitlab_ci,tag,feature,wednesday,1,0,0,0,0,1,1
Memory leak detected: 249828 bytes not freed,"java.lang.AssertionError: expected:<200> but was:<500>
    at org.junit.Assert.fail(Assert.java:89)
    at org.junit.Assert.assertEquals(Assert.java:118)
    at com.example.test.AuthorizeResponseDatabaseTest.test_authorize_response_database(AuthorizeResponseDatabaseTest.java:199)",test_authorize_response_database,SecurityException,3469,0,1491,19,243,5,138,0.425,59.52,88,54,920,database,integration,error,pip,windows,kotlin,travis,schedule,feature,sunday,0,1,0,0,0,0,0
Contract violation: size > 0 not satisfied,"org.apache.http.conn.ConnectTimeoutException: Connect to search.internal.example.com timed out
    at org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect
    at com.example.search.HttpClient.execute(HttpClient.java:152)
    at com.example.test.ReadConfigSearchTest.test_read_config_search(ReadConfigSearchTest.java:122)",test_read_config_search,ClassCastException,3182,1,295,15,588,41,156,0.672,23.2,42,89,662,search,dev,warning,npm,windows,java,gitlab_ci,tag,release,thursday,0,1,0,1,1,1,1
"Network latency spike detected: 3427ms, threshold exceeded",,test_authenticate_user_queue,TimeoutException,1237,0,422,37,923,19,100,0.543,100.18,7,41,588,queue,dev,warning,maven,linux,rust,github_actions,schedule,hotfix,sunday,0,0,1,1,1,1,1
Assertion failed: list.size() > 0 was false,,test_search_connection_analytics,TransientFailureException,219,0,1193,27,641,3,34,0.901,168.36,87,14,750,analytics,prod,info,maven,macos,rust,github_actions,schedule,develop,tuesday,1,0,1,0,1,1,1
